0,1
1,0.5043994
0,0.7805338
1,0.8207175
1,0.72298324
0,0.7588487
1,0.7496739
1,0.6424984
1,0.9103153
0,0.0779641
0,0.5604023
1,0.7315639
0,0.076692834
0,0.25016257
1,0.7681422
1,0.31523362
1,0.28771144
0,0.1161428
1,0.9137155
0,0.37655023
0,0.106469266
1,0.19934306
0,0.14221585
0,0.0543149
0,0.07187656
0,0.09073049
0,0.089590676
1,0.83532506
0,0.15249392
0,0.5188479
1,0.43588352
0,0.1842725
1,0.4884393
1,0.73871034
1,0.79901123
0,0.31498128
0,0.039296195
1,0.55033565
1,0.8480511
1,0.4867494
0,0.18797171
0,0.024161844
0,0.40120485
1,0.23417224
0,0.2035146
1,0.27784562
0,0.68472654
1,0.40670064
0,0.5256484
1,0.45523578
1,0.80948997
1,0.83739686
1,0.45991093
0,0.548622
0,0.0054490548
0,0.05426836
0,0.14451638
1,0.29984903
1,0.25373214
0,0.013629615
0,0.48067322
1,0.9861405
1,0.8990026
1,0.57797146
1,0.8979166
0,0.22987753
0,0.789432
0,0.040320955
1,0.972725
0,0.24958079
1,0.9617011
1,0.98215175
1,0.74138546
0,0.17966644
1,0.81137854
1,0.9418552
0,0.23589082
0,0.37854585
0,0.8758429
1,0.9495005
0,0.76543254
1,0.8320354
0,0.7538929
1,0.869038
1,0.91076815
1,0.9456894
0,0.4240892
1,0.95102733
0,0.021172361
0,0.09180609
1,0.9857927
1,0.38969597
1,0.93823624
1,0.8791763
1,0.86293024
0,0.81421894
1,0.99032134
1,0.6678649
0,0.089527294
1,0.7133705
1,0.8963895
1,0.46085262
1,0.5719476
0,0.78487027
1,0.886601
0,0.31236482
1,0.84393275
0,0.09420683
1,0.9122698
0,0.513429
0,0.18903975
1,0.94139236
1,0.9800497
1,0.68605876
0,0.07799201
0,0.15387404
1,0.88380235
0,0.08394752
1,0.6535784
0,0.046143416
1,0.7963566
1,0.73705333
1,0.65937364
1,0.93770325
1,0.771322
1,0.8216194
0,0.030466082
0,0.08446373
0,0.5415648
0,0.089110926
1,0.25181037
0,0.34581736
1,0.9725051
1,0.96179074
1,0.70087034
0,0.92628443
0,0.6119126
1,0.81213677
1,0.8084191
0,0.17253152
1,0.99247783
1,0.97281885
0,0.8021399
0,0.23314424
0,0.40057173
0,0.1922641
0,0.08487989
1,0.79951394
1,0.8202915
1,0.24827828
0,0.035259556
1,0.92303586
0,0.8831634
0,0.039809585
1,0.74828243
1,0.483372
0,0.2624152
1,0.9652097
1,0.8138118
1,0.88660914
1,0.80563474
0,0.02651948
1,0.8854472
1,0.9392976
1,0.7839647
1,0.7457376
1,0.7909437
0,0.06672561
0,0.052510105
0,0.17262803
0,0.31144014
0,0.4797186
1,0.73524195
1,0.68644476
1,0.117671944
1,0.96927893
1,0.42121407
1,0.8630639
1,0.97080517
1,0.9167745
1,0.9719121
0,0.14738134
1,0.9631406
0,0.041932467
1,0.96136475
0,0.048269458
1,0.66542727
0,0.08760534
1,0.71891886
1,0.9939324
0,0.15329541
1,0.45323747
1,0.7662167
0,0.13289429
1,0.9486518
1,0.7611405
1,0.32800487
1,0.97951746
1,0.6747337
1,0.94694895
1,0.92045194
0,0.10992233
1,0.9367079
0,0.44887567
1,0.41506082
1,0.81418115
0,0.029851848
1,0.87079775
0,0.17903186
1,0.5292803
0,0.059877407
1,0.61446375
1,0.88802814
1,0.6595083
0,0.06584966
1,0.7143101
1,0.97054607
1,0.8491892
1,0.7704765
1,0.7206183
1,0.89089334
1,0.81693566
1,0.9441816
1,0.9722688
0,0.105242945
0,0.043090582
1,0.75751394
0,0.6503341
1,0.8961082
1,0.9390086
1,0.92884785
1,0.95883757
1,0.68550295
0,0.27894363
1,0.8819523
1,0.7297975
1,0.8939372
1,0.9772496
0,0.03392183
0,0.8134572
1,0.7043982
1,0.9057515
1,0.9399898
1,0.90315163
0,0.64296377
1,0.2587066
0,0.16664201
1,0.96502775
0,0.33098257
1,0.95906657
0,0.44316423
0,0.34091774
1,0.8316804
1,0.7229126
1,0.8640766
1,0.67300475
1,0.8915169
0,0.47742328
1,0.87641245
1,0.9499591
1,0.9728008
0,0.2714085
1,0.946492
0,0.113797486
0,0.046474285
1,0.745706
1,0.41047138
1,0.87255156
1,0.93813145
0,0.14336115
0,0.30705136
1,0.7388859
0,0.37037128
1,0.54813033
0,0.11229164
1,0.84978193
1,0.9550768
1,0.89867073
1,0.9737138
1,0.89528316
1,0.97751826
0,0.57361895
1,0.8481711
1,0.64735717
0,0.008730841
1,0.8399757
1,0.9208512
1,0.92679256
1,0.92366254
0,0.25692946
1,0.91743296
0,0.03647997
1,0.75527036
0,0.07351928
0,0.117306784
1,0.7048143
1,0.111084
0,0.33797443
0,0.7343256
1,0.8547567
1,0.9276264
0,0.13059495
1,0.829076
0,0.50050706
0,0.10312174
1,0.9774613
0,0.4050457
1,0.92449695
0,0.033094175
1,0.6948835
1,0.91742533
1,0.8701519
1,0.82616246
0,0.26187038
0,0.40276185
1,0.9862546
1,0.97600216
1,0.7820532
0,0.14727932
1,0.8079228
1,0.9048534
0,0.0779879
1,0.89951557
1,0.83174145
1,0.94156575
1,0.9550187
0,0.13254441
0,0.9236672
0,0.032610957
0,0.08764794
0,0.028912768
0,0.08112557
1,0.9731016
1,0.97576946
0,0.15967308
1,0.73613787
1,0.9547017
1,0.44849584
1,0.8337034
0,0.012983572
1,0.96236706
0,0.7813261
1,0.9165041
1,0.60680014
1,0.9864472
1,0.9188
0,0.013798323
1,0.81601715
1,0.6348471
0,0.061678357
1,0.533917
1,0.7976634
0,0.41554645
0,0.037423637
1,0.7601623
0,0.5615718
0,0.06174272
1,0.7105188
0,0.009590611
1,0.51533896
1,0.95619935
0,0.8009405
1,0.5904222
1,0.94067776
0,0.35857794
1,0.565777
0,0.2121567
0,0.20426144
0,0.4807904
0,0.77730423
1,0.3992203
0,0.005148591
1,0.4440698
0,0.014409209
1,0.061710853
0,0.5600591
0,0.049520932
0,0.097569175
1,0.4406907
1,0.9497496
0,0.11568385
1,0.50969523
1,0.49697912
0,0.015348455
0,0.9633213
0,0.33065602
1,0.19239116
0,0.18216772
1,0.42129534
1,0.63088816
1,0.95319176
1,0.91881067
1,0.7631981
1,0.17006662
1,0.01279073
0,0.0049706907
1,0.72644025
1,0.63547915
1,0.38008326
